control_id,framework,framework_version,part_number,part_title,section_number,section_title,subsection,paragraph,legal_reference,legal_requirement,requirement_id,control_title,control_description,plain_language_question,why_this_matters,implementation_guidance,expected_state,response_type,answer_options,required,applicability,applicability_question,role_scope,evidence_required,evidence_examples,evidence_strength,evidence_review_frequency,risk_category,default_risk_level,risk_rationale,remediation_guidance,suggested_task,suggested_task_priority,control_status,version,source_type,regulatory_status,notes
PDPA-039-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,39,Complaints against violation of personal data protection principles,39(1),,Section 39(1) and 39(3),Any person who considers that a data controller or data processor has infringed personal data protection principles may file a complaint to the Commission. A complaint shall be investigated and concluded within ninety days from the date of receipt.,REQ-039-1,Internal complaint handling and readiness for Commission complaints,"An internal channel receives and resolves data protection complaints, and the organisation is prepared to respond to a complaint escalated to the Commission.","Do you have a way for people to complain to you about how you handle their data, and are you ready to respond if they complain to the Commission instead?",Most complaints to a regulator start as complaints to the organisation that went unanswered. A working internal channel is the cheapest form of enforcement risk reduction.,"Publish a complaint channel, log complaints with outcomes, and define who leads the response if the Commission opens an investigation. The Commission timeline is ninety days, extendable by up to a further ninety.","A published complaint channel, a complaint log with outcomes, and a named regulatory response lead.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Complaints Procedure | Complaint Log | Privacy Notice | Regulatory Response Plan,MODERATE,QUARTERLY,ENFORCEMENT,MEDIUM,"DataGuard default risk classification: Medium. The Act imposes no express internal complaints duty, but unresolved complaints are the main route into a section 39 investigation.","Publish the complaint channel, start the log, and name the regulatory response lead.",Establish an internal data protection complaints channel and log,MEDIUM,ACTIVE,1.0.0,ACT_DERIVED,NONE,"ACT_DERIVED. Section 39 confers a right to complain to the Commission and sets the Commission timeline. It imposes no express obligation to operate an internal complaints channel; DataGuard treats that as derived good practice, not a statutory duty."
PDPA-040-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,40,Notice of investigation,,,Section 40,"Before commencing an investigation of a complaint, the Commission shall notify the data controller or data processor concerned of the substance of the complaint and its intention to carry out the investigation, in a form prescribed in the regulations.",REQ-040-1,Handling of a notice of investigation,"A defined process receives a notice of investigation from the Commission, routes it immediately to the accountable owner, and starts evidence preservation.","If a notice of investigation arrived from the Commission today, do you know who would receive it, who would own the response, and what would be preserved?",The notice tells you the substance of the complaint before the investigation starts. That window is only useful if the notice reaches the right person immediately.,"Name the recipient and the response owner, define an internal acknowledgement time, and trigger a litigation-style hold on relevant records the moment a notice arrives.","A documented regulatory notice handling procedure naming the recipient, the owner and the preservation steps.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Response Plan | Escalation Matrix | Evidence Preservation Procedure,MODERATE,ANNUAL,ENFORCEMENT,MEDIUM,DataGuard default risk classification: Medium. Poor handling wastes the notice period and can lead to loss of records that would have supported the organisation position.,"Write the regulatory notice handling procedure and communicate it to reception, legal and IT.",Define a handling procedure for Commission notices of investigation,MEDIUM,ACTIVE,1.0.0,ACT_DERIVED,REGULATORY_DETAIL_PENDING,ACT_DERIVED. Section 40 imposes the duty on the Commission. The internal handling procedure is DataGuard implementation practice. The form of the notice is left to the regulations.
PDPA-042-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,42,Powers of Commission in carrying out investigations,42(1),(a)-(e),Section 42(1)(a)-(e) and 42(2),"In the course of an investigation the Commission may summon a person, receive evidence, enter premises occupied by a data controller or data processor, interrogate any person or take any device with personal data in such premises, and examine or obtain copies of books, documents or records found there. The complainant and the controller or processor may be given an opportunity to make representations.",REQ-042-1,Cooperation with Commission investigation powers,"Staff know how to respond when the Commission exercises its investigation powers, including attendance at premises, and the organisation can make representations.","Would your staff know what to do if officers from the Commission arrived to inspect your premises, records or devices?","The powers include entry, interrogation and taking devices. Section 43 makes obstruction a criminal offence, and an untrained receptionist can create one by accident.","Write a short regulatory visit protocol: verify identity and authority, notify legal and the data protection officer immediately, cooperate, log what is taken, and do not obstruct. Brief front-of-house and IT staff. Prepare to make representations under section 42(2).","A regulatory visit protocol issued and briefed to front-of-house, IT and management staff.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Visit Protocol | Training Records | Regulatory Response Plan,MODERATE,ANNUAL,ENFORCEMENT,HIGH,"DataGuard default risk classification: High. An untrained response can create a section 43 obstruction offence, which is a criminal matter distinct from the underlying complaint.","Write and brief the regulatory visit protocol, focusing on reception and IT.",Issue and brief a Commission regulatory visit protocol,HIGH,ACTIVE,1.0.0,ACT_DERIVED,NONE,ACT_DERIVED. Section 42 confers powers on the Commission. The duty not to obstruct arises under section 43. Section 42(4) requires the Commission to return documents or articles within ten working days of a request.
PDPA-042-002,Personal Data Protection Act,2022,VII,Investigation of Complaints,42,Powers of Commission in carrying out investigations,42(3),,Section 42(3),"Notwithstanding any other written law, the Commission may examine any personal data recorded in any form held by a data controller or data processor and in doing so, no personal data shall be withheld from the Commission.",REQ-042-3,No personal data withheld from the Commission,"The organisation understands that no personal data may be withheld from the Commission during an examination, notwithstanding other written laws, and its staff and advisers act accordingly.","Do the people who would handle a Commission examination understand that personal data cannot be withheld from it, even where another law might otherwise suggest confidentiality?","The provision overrides other written laws in this respect. Withholding data in good faith reliance on a confidentiality obligation would still be a failure, and may amount to obstruction under section 43.","State the position clearly in the regulatory visit protocol. Where a genuine conflict with another law or with privilege is asserted, escalate to counsel immediately rather than withholding unilaterally.",The regulatory visit protocol records the position and the escalation route for any asserted conflict.,YES_NO,Yes | No | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Visit Protocol | Legal Assessment Note | Training Records,MODERATE,ANNUAL,ENFORCEMENT,MEDIUM,"DataGuard default risk classification: Medium. The exposure arises only during an examination, but a refusal in the moment can convert a civil matter into a section 43 offence.",Add the section 42(3) position and the escalation route to the regulatory visit protocol.,Record the section 42(3) position in the regulatory visit protocol,MEDIUM,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,OPEN_QUESTION: the Act does not address how section 42(3) interacts with legal professional privilege. Take advice rather than deciding this in the moment.
PDPA-043-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,43,Obstruction of Commission,,(a)-(d),Section 43(a)-(d),"A person who obstructs or impedes the Commission in the exercise of its powers, fails to provide assistance or information requested by the Commission, refuses to allow the Commission to enter any premises or to take any document or device with personal data, or gives to the Commission any information which is false or misleading, commits an offence.",REQ-043-1,Non-obstruction of the Commission,"The organisation does not obstruct or impede the Commission, provides requested assistance and information, permits lawful entry, and gives accurate information.","Are your people instructed to cooperate fully with the Commission, allow lawful entry, and never give it information that is false or misleading?","Each of the four limbs is a criminal offence carrying a fine of up to five million shillings or up to two years imprisonment, or both - independent of the original complaint.","Set the cooperation expectation in policy and in the regulatory visit protocol. Require accuracy checks before any information is submitted to the Commission, and record what was provided and when.","A cooperation policy, verification of submissions before dispatch, and a record of information provided to the Commission.",YES_NO,Yes | No | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Visit Protocol | Data Protection Policy | Submission Review Record | Training Records,MODERATE,ANNUAL,ENFORCEMENT,HIGH,"DataGuard default risk classification: High. Section 43 creates a criminal offence with an express penalty, and it can be committed by an individual employee acting without instruction.","Issue the cooperation policy, brief staff, and introduce a review step before any submission to the Commission.",Issue a Commission cooperation policy and brief relevant staff,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"Section 43 provides a fine of not less than TZS 100,000 and not exceeding TZS 5,000,000, or imprisonment for not more than two years, or both. This penalty applies to section 43 specifically."
PDPA-045-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,45,Enforcement notice,45(1),,Sections 45(1) and 45(2),"Where the Commission is satisfied that a person has failed to comply with any provision of this Act, it may serve an enforcement notice requiring that person to rectify the failure within the period specified in the notice. The notice shall specify the provision contravened, the measures to be taken, a period of not less than twenty-one days within which the measures shall be implemented, and shall state any right to appeal.",REQ-045-1,Compliance with an enforcement notice within the specified period,"A process tracks enforcement notices, implements the specified measures within the stated period, and evidences completion.","If you received an enforcement notice, could you implement the required measures within the period given and prove you had done so?","The minimum period is twenty-one days. Failure to comply is what triggers a penalty notice under section 46, so this is the last off-ramp before a fine.","Log the notice, the provision cited, the measures required and the deadline. Assign an executive owner, track to completion, and write to the Commission with evidence before the deadline. Note the notice must state any right to appeal - see PDPA-049-001.","An enforcement notice register with owner, deadline, evidence of completion and confirmation sent to the Commission.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Enforcement Notice Register | Remediation Plan | Completion Evidence | Commission Correspondence,STRONG,ANNUAL,ENFORCEMENT,CRITICAL,DataGuard default risk classification: Critical. Non-compliance with an enforcement notice is the express precondition for a penalty notice under section 46 and moves the matter from remediable to punitive.,Create the enforcement notice register and agree the executive escalation path before any notice arrives.,Establish an enforcement notice tracking and remediation process,CRITICAL,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,The period specified in the notice shall not be less than twenty-one days. The Act does not set a maximum.
PDPA-046-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,46,Notice of penalty,46(2),(a)-(k),Section 46(2)(a)-(k),"In deciding whether to give a penalty notice and determining the amount, the Commission shall have regard to the nature, gravity and duration of the failure; its intentional or negligent character; action taken to mitigate damage including technical and organisational measures; previous failures; the degree of cooperation with the Commission; the categories of personal data affected; the manner in which the failure became known including whether the controller or processor notified the Commission; compliance with previous notices; adherence to codes of ethics or terms of registration; whether the penalty would be effective; and any other aggravating or mitigating factor including financial benefits gained or losses suffered.",REQ-046-1,Readiness to evidence the section 46(2) mitigating factors,The organisation maintains records that would evidence the mitigating factors the Commission must weigh when deciding on and setting a penalty.,"If the Commission were deciding whether to fine you, could you produce evidence of your safeguards, your cooperation, your self-reporting and your code of ethics?","The eleven factors are set out in the Act, and several of them are things you either recorded at the time or cannot show at all - self-notification, cooperation, and mitigation measures in particular.","Map the factors to existing records: safeguards to the security programme, mitigation to the incident log, self-notification to the breach notification log, cooperation to Commission correspondence, and adherence to the section 65 code of ethics. Keep them retrievable together.","A mapping of the section 46(2) factors to retrievable evidence, reviewed annually.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,false,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Incident Log | Breach Notification Log | Commission Correspondence | Code of Ethics | Security Policy,MODERATE,ANNUAL,ENFORCEMENT,MEDIUM,"DataGuard default risk classification: Medium. This does not prevent a contravention, but it materially affects the outcome. It is not itself a statutory duty.",Map the eleven factors to your existing evidence and close the gaps in record keeping.,Map the section 46(2) penalty factors to retrievable evidence,MEDIUM,ACTIVE,1.0.0,ACT_DERIVED,NONE,"ACT_DERIVED. Section 46(2) directs the Commission, not the organisation. DataGuard must not convert these factors into a compliance score or represent evidence readiness as reducing any legal liability."
PDPA-047-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,47,Administrative fines,,,Section 47,The maximum amount of the penalty that may be imposed by the Commission in a penalty notice in relation to contravention of provisions of this Act is one hundred million shillings.,REQ-047-1,Reference record - statutory ceiling on administrative fines,Reference record capturing the statutory maximum administrative penalty. It is not an assessable control and must not be used to score risk.,"Reference only - no response required. The maximum administrative penalty the Commission may impose in a penalty notice is TZS 100,000,000.","This is the statutory ceiling for administrative fines under section 47. It is not the penalty for any particular control, and it is separate from the criminal penalties in sections 43, 60, 61 and 63.","Use this record for reference in board reporting only. Do not attribute this figure to any individual control, and do not use it to derive risk scores.",Not applicable. This is a reference record.,TEXT,,false,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,NOT_APPLICABLE,,NOT_APPLICABLE,ON_LEGISLATIVE_CHANGE,ENFORCEMENT,LOW,"DataGuard default risk classification: Low. This is a reference record, not a control. The Act does not attach this maximum to any specific provision.",None. Reference record only.,,NONE,REFERENCE,1.0.0,ACT_EXPLICIT,NONE,"Do not state that any individual control carries a TZS 100,000,000 penalty. Section 47 sets a ceiling for administrative penalty notices under section 46 and says nothing about which contraventions attract what amount."
PDPA-048-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,48,Review of decision,,,Section 48,"The Commission may, upon application or on its own motion, review its decision or direction given in accordance with the provisions of this Part, and after review may reverse, alter or revoke it.",REQ-048-1,Use of the review of decision route,"The organisation knows it may apply to the Commission for review of a decision or direction, and who internally would prepare such an application.","Do you know that you can ask the Commission to review a decision or direction it has given, and who would prepare that request?","Review is often quicker and less costly than appealing to the High Court, but only if the option is known while the deadline for the alternative is still open.","Record the review route in the regulatory response plan alongside the section 49 appeal route, with a named owner and a decision point for choosing between them.",Review and appeal routes documented in the regulatory response plan with a named owner.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,false,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Response Plan | Escalation Matrix,WEAK,ANNUAL,ENFORCEMENT,LOW,"DataGuard default risk classification: Low. This is a remedy available to the organisation, not a duty imposed on it.",Add the review route to the regulatory response plan.,Document the section 48 review route in the regulatory response plan,LOW,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,OPEN_QUESTION: the Act sets no time limit for applying for a review under section 48.
PDPA-049-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,49,Right of appeal,,,Section 49,"A person who is aggrieved with the administrative action taken by the Commission, including the directions given in the enforcement notice or penalty imposed in the penalty notice, may appeal to the High Court.",REQ-049-1,Awareness and preparedness for appeal to the High Court,"The organisation knows that administrative action by the Commission may be appealed to the High Court, and has a route to instruct counsel promptly.","If you disagreed with an enforcement notice or a penalty, do you know that you can appeal to the High Court and who would instruct counsel?",An enforcement notice must state any right to appeal. Being ready to act on it quickly preserves options that a delayed response can close off.,Record the appeal route in the regulatory response plan with counsel contact details. Note that an enforcement notice under section 45(2)(d) must state any right to appeal.,The appeal route and counsel contacts are recorded in the regulatory response plan.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,false,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Regulatory Response Plan | External Counsel Retainer | Escalation Matrix,WEAK,ANNUAL,ENFORCEMENT,LOW,"DataGuard default risk classification: Low. This is a right, not a duty. It is recorded so it is not lost through delay.",Add the section 49 appeal route and counsel contacts to the regulatory response plan.,Document the section 49 High Court appeal route,LOW,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,OPEN_QUESTION: the Act does not state the period within which an appeal to the High Court must be lodged.
PDPA-050-001,Personal Data Protection Act,2022,VII,Investigation of Complaints,50,Payment of compensation,50(1),,Section 50(1),"Subject to the provisions of section 37, the Commission may, in addition to any penalty given under this Act, order a data controller or data processor who causes damages to the data subject following contraventions of any provisions of this Act to pay compensation to the data subject.",REQ-050-1,Compliance with a Commission compensation order,"The organisation can identify affected data subjects and make payment in compliance with a Commission compensation order, and records the outcome.","If the Commission ordered you to pay compensation to affected individuals, could you identify them, pay them and evidence that you had?",Compensation may be ordered in addition to a penalty. Identifying affected individuals depends on record keeping that has to exist before the order arrives.,Ensure incident records identify affected data subjects. Define the payment authorisation route with finance and confirm the position with insurers in advance.,"Incident records that identify affected data subjects, plus a defined compensation payment route.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Incident Log | Claims Register | Payment Records | Insurance Policy,MODERATE,ANNUAL,ENFORCEMENT,MEDIUM,"DataGuard default risk classification: Medium. Compensation is ordered after a contravention has already been established, so the primary control is upstream compliance.",Ensure incident records capture affected data subjects and agree the compensation payment route with finance.,Ensure incident records identify affected data subjects for compensation purposes,MEDIUM,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,Section 50(4) defines damage as including financial loss and damage not involving financial loss. Compensation under section 50 is in addition to any penalty.
PDPA-050-002,Personal Data Protection Act,2022,VII,Investigation of Complaints,50,Payment of compensation,50(2),(b),Sections 50(2)(b) and 50(3),"A data processor involved in processing of personal data shall be liable for damage caused by the processing if the processor has not complied with an obligation under the Act specifically directed to data processors, or has acted contrary to the data controller lawful instructions. A data controller or data processor shall not be liable if it proves that it is not in any way responsible for the event that caused the damage.",REQ-050-2,Processor compliance with controller lawful instructions,"Acting as a data processor, the organisation processes only on the controller documented lawful instructions and retains records evidencing that it did.","Where you process personal data for someone else, do you keep records showing you acted only on their lawful instructions?","Section 50(2)(b) makes processor liability turn on exactly this point, and section 50(3) allows a defence only where the processor proves it was not in any way responsible.","Keep documented instructions from each controller, log deviations and the authority for them, and record refusals of unlawful instructions. Identify the processor-specific duties in the Act, notably sections 5, 27(4) and 42(3).","A documented instruction record per controller engagement, with deviations and refusals logged.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,ROLE_SPECIFIC,Do you process personal data on behalf of another organisation?,PROCESSOR,RECOMMENDED_BY_DATAGUARD,Documented Processing Instructions | Processor Agreement | Instruction Deviation Log,STRONG,ANNUAL,THIRD_PARTY,HIGH,"DataGuard default risk classification: High. This provision is the basis of direct processor liability for damage, and the evidence for it must be contemporaneous.",Collect and file documented instructions from each controller and start logging deviations.,Maintain documented controller instructions for all processor engagements,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-058-001,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,58,Exceptions from application of provisions of this Act,58(2),(a)-(g),Section 58(2)(a)-(g) and 58(3),Processing may be exempted from the provisions of this Act where it is held by the data subject for his personal use; in accordance with any law or court order; for safeguarding national safety and security and public interest; to prevent or detect crimes; to detect or prevent tax evasion; for investigation of misappropriation of public funds; or for vetting for appointment to a public service position. The Minister may prescribe other instances.,REQ-058-2,Documented reliance on the section 58 exemptions,"Where the organisation treats processing as exempt, the specific section 58(2) limb is identified, justified and recorded, and the scope of the exemption is kept narrow.","Where you treat some processing as exempt from the Act, have you recorded exactly which exemption applies and why?","Exemptions attach to particular processing, not to whole organisations. Reading one broadly is a common and expensive mistake.","Record the limb, the processing it covers, the justification and the reviewer. Keep the boundary of the exempt processing explicit so that adjacent processing is not swept in. Take legal advice for the national security and public interest limbs.","An exemption register recording the limb, scope, justification, reviewer and date for each exempt processing activity.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you treat any of your processing as exempt from the Act?,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Exemption Register | Legal Assessment Note | External Counsel Advice | Court Order,STRONG,ANNUAL,GOVERNANCE,HIGH,"DataGuard default risk classification: High. An over-broad exemption claim leaves substantial processing entirely uncontrolled, and the failure is systematic rather than incidental.","Build the exemption register, define the precise boundary of each exempt activity, and obtain legal review.",Record and scope every reliance on a section 58 exemption,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,REGULATORY_DETAIL_PENDING,"Section 58(3) allows the Minister to prescribe other exempt instances. OPEN_QUESTION: section 58(1) begins nothing under this section shall exempt, which sits awkwardly with section 58(2). The safer reading, reflected at PDPA-058-002, is that the principles and security duties continue to apply to exempt processing."
PDPA-058-002,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,58,Exceptions from application of provisions of this Act,58(1),,Section 58(1),Nothing under this section shall exempt the data controller or the data processor from the responsibility of complying with the principles of the law in collection and processing of personal data and taking necessary measures to ensure protection and security of the personal data.,REQ-058-1,Principles and security duties continue to apply to exempt processing,Processing treated as exempt is still subject to the personal data protection principles and to security and protection measures.,"Where processing is exempt, do you still apply the data protection principles and keep the data secure?","Section 58(1) preserves the principles and the security duties. An exemption reduces the procedural obligations, not the duty to protect the data.",Apply the section 5 principles and the section 27 safeguards to exempt processing as well. Record that decision alongside the exemption entry so the two are never separated.,Exempt processing is included in the security programme and assessed against the section 5 principles.,YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,CONDITIONAL,Do you treat any of your processing as exempt from the Act?,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Exemption Register | Security Policy | Risk Assessment | Data Protection Policy,MODERATE,ANNUAL,GOVERNANCE,HIGH,DataGuard default risk classification: High. Exempt processing that falls outside the security programme is often the least protected data in the organisation.,Bring exempt processing into the scope of the security programme and the principles assessment.,Apply the principles and security measures to exempt processing,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-059-001,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,59,Preservation order,,,Section 59,The Commission may apply to a court for a preservation order for the expeditious preservation of any personal data including traffic personal data where there is reasonable ground to believe that the personal data is vulnerable to loss or modification. The order shall specify a period which shall not be more than ninety days and may be extended by the court.,REQ-059-1,Compliance with a court preservation order,The organisation can suspend deletion and modification of specified personal data on receipt of a preservation order and evidence that it has done so.,"If a court ordered you to preserve specific personal data, could you stop it being deleted or changed - including by automated retention jobs?",Automated deletion routines will keep running unless someone stops them. A preservation order breached by a scheduled job is still a breached order.,"Define a legal hold capability that suspends automated deletion and restricts modification for identified records, including in backups. Record the hold, its scope and its release. Sequence it ahead of the section 28 disposal process.","A tested legal hold capability covering all systems, with a hold register recording scope and release.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Legal Hold Procedure | Legal Hold Register | System Capability Assessment | Court Order,STRONG,ANNUAL,ENFORCEMENT,HIGH,"DataGuard default risk classification: High. Breach of a court order is a serious matter, and loss through an automated job is a foreseeable and preventable failure.","Build a legal hold capability that suspends automated deletion, and test it on a sample record set.",Implement a legal hold capability that suspends automated deletion,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,The preservation duty interacts with section 28 disposal and with section 29(2) preservation of pre-amendment records. Disposal processes must yield to a preservation order.
PDPA-060-001,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,60,Offences of unlawful disclosure of personal data,60(1),,Section 60(1),"A data controller who, without lawful excuse, discloses personal data in any manner that is incompatible with the purpose for which such personal data has been collected commits an offence.",REQ-060-1,Prevention of disclosure incompatible with the collection purpose,"Controls prevent disclosure of personal data in a manner incompatible with the purpose for which it was collected, and staff understand this is a criminal offence.",Do your controls and your staff training prevent personal data being shared in ways that clash with the purpose it was collected for?,"This is a criminal offence, not just a regulatory contravention, and the penalties reach five billion shillings for a company or corporation.",Combine the disclosure register from PDPA-026-001 with technical controls on data export and with staff training that names the criminal consequence. Review ad hoc disclosure requests against the recorded purpose.,"Disclosure controls in place, a maintained disclosure register, and training records covering the offence.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER,RECOMMENDED_BY_DATAGUARD,Disclosure Register | Data Protection Policy | Training Records | Access Control Procedure,STRONG,ANNUAL,DISCLOSURE,CRITICAL,"DataGuard default risk classification: Critical. Section 60(1) is a criminal offence, and section 62 extends liability to officers who knowingly and willfully authorise or permit the contravention.","Tighten export and sharing controls, complete the disclosure register, and run targeted training for staff who handle disclosure requests.",Implement controls and training against incompatible disclosure of personal data,CRITICAL,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,"Section 60(6) penalties: individual - fine of not less than TZS 100,000 and not exceeding TZS 20,000,000, or imprisonment not exceeding ten years, or both; company or corporation - fine of not less than TZS 1,000,000 and not exceeding TZS 5,000,000,000."
PDPA-060-002,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,60,Offences of unlawful disclosure of personal data,60(2),,Section 60(2),"A data processor who, without lawful excuse, discloses personal data processed by the data processor without the prior authority of the data controller commits an offence.",REQ-060-2,Processor discloses only with prior controller authority,"Acting as a processor, the organisation discloses personal data only with the prior authority of the controller, and records that authority.","Where you process data for someone else, do you get their permission in advance before disclosing it to anyone, and do you keep a record?",This is a criminal offence specific to processors. It catches routine situations such as responding to a third party request without checking with the controller first.,"Define an authority check before any disclosure of controller data, including responses to law enforcement and other third party requests. Record the authority obtained. Route any legal compulsion through counsel.",A disclosure authority procedure with a log of controller authorities obtained.,YES_NO,Yes | No | Not applicable | I do not know,true,ROLE_SPECIFIC,Do you process personal data on behalf of another organisation?,PROCESSOR,RECOMMENDED_BY_DATAGUARD,Disclosure Authority Log | Processor Agreement | Documented Processing Instructions | Training Records,STRONG,ANNUAL,DISCLOSURE,CRITICAL,DataGuard default risk classification: Critical. Section 60(2) creates direct criminal liability for the processor and its officers under section 62.,Implement a prior authority check for all disclosures of controller data and start the authority log.,Implement a prior controller authority check for processor disclosures,CRITICAL,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
PDPA-060-003,Personal Data Protection Act,2022,IX,Miscellaneous Provisions,60,Offences of unlawful disclosure of personal data,60(3),(a)-(b),Section 60(3)(a)-(b),"A person who obtains personal data, or obtains any information constituting personal data, without prior authority of the data controller or data processor by whom the personal data is kept, or discloses personal data to a third party, commits an offence.",REQ-060-3,No obtaining or onward disclosure of personal data without authority,"Staff and contractors do not obtain personal data from other organisations without authority, and do not disclose personal data to third parties without authority.","Are your people clear that taking personal data from another organisation without permission, or passing personal data to an outsider, is a criminal offence?","This limb catches individuals, not only organisations. It reaches situations like an employee bringing a customer list from a previous employer.","Cover this expressly in the acceptable use policy, in employment terms and in induction training. Screen third party data sources for provenance, linking to PDPA-022-004.","Policy and training in place covering obtaining and disclosing personal data without authority, with acknowledgement records.",YES_PARTIAL_NO,Implemented | Partially implemented | Not implemented | Not applicable | I do not know,true,UNIVERSAL,,CONTROLLER_AND_PROCESSOR,RECOMMENDED_BY_DATAGUARD,Acceptable Use Policy | Employment Terms | Training Records | Data Source Register,MODERATE,ANNUAL,DISCLOSURE,HIGH,"DataGuard default risk classification: High. Individual criminal liability attaches, and the conduct is frequently committed without awareness that it is an offence.","Add explicit wording to the acceptable use policy and induction training, and screen incoming data sources.",Add unauthorised obtaining and disclosure to policy and induction training,HIGH,ACTIVE,1.0.0,ACT_EXPLICIT,NONE,
